"","HB1","HB4","HB10","HB13","HB17","HB20","HB23","HB26","HB29","HB34","HC1","HC2","HC4","HC5","HC6","HC7","HC8","HC9","HC10","HC11","HC12","HC13","HC14","HC15","HC16","HC17","HC18","HC19","HC20","HC21","HC22","MET1","MET2","MET3","MET4","MET5","MET6","MET7","MET8","MET9","MET10","MET11","MET12","MET13","MET14","MET15","MET16","MET17","MET18","MET19","MET20","MET21","SB1","SB4","SB8","SB12","SB16","SB20","SB24","SB28","SB32","SB36","SB39","SB42","SB45","SB49","SB52"
"hsa-miR-4717-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6847-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-10b-3p",0,0,0,0,0,0,0,1,1,2,4,0,0,1,0,2,1,3,0,0,2,0,3,1,0,0,0,3,1,2,2,2,3,0,1,1,1,1,1,0,3,3,0,0,1,0,3,3,2,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-214-3p",0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,4,3,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0
"hsa-miR-4433a-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"hsa-miR-125a-3p",0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,0,0,0,0,1,1,0,0,0,6,0,0,1,2,0,0,0,1,0,1,2,0,0,1,0,0,1,1,3,2,1,4,0,2,4,3,1,2,0,0,1,2,2,2
"hsa-miR-199a-3p",104,66,58,317,112,51,104,101,65,58,131,108,150,392,187,189,147,136,244,181,290,160,161,313,159,126,300,212,317,303,222,88,7171,142,118,397,504,136,146,149,267,287,188,187,204,31,424,303,183,815,269,715,26,16,16,16,46,64,42,51,28,21,5,5,32,35,5
"hsa-miR-181a-2-3p",2,1,0,5,3,1,3,2,2,2,4,4,4,6,3,2,7,3,6,5,5,4,4,5,4,3,6,7,13,5,8,1,40,2,4,4,11,5,2,1,6,3,3,1,9,0,4,3,10,6,1,12,2,0,2,2,3,4,0,3,1,0,0,1,4,0,1
"hsa-miR-6849-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-181a-3p",1,0,1,0,4,0,3,4,0,0,0,0,1,4,2,4,0,0,2,0,5,4,1,3,2,4,3,2,1,3,4,1,21,0,0,2,8,2,3,1,2,4,5,1,1,0,4,3,2,4,5,13,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0
"hsa-miR-4286",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1,0,0,0,2,0,2,0,0,0,0,1,0,5,3,0,1,2,0,2,2,2,1,0,0,0,1,0,1
"hsa-miR-7108-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1247-5p",0,0,0,0,4,1,4,0,1,0,2,0,2,0,0,0,1,2,4,0,0,1,1,2,2,0,0,3,2,3,2,0,1,3,1,7,1,0,1,1,0,1,0,0,1,0,0,4,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-454-5p",0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1973",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-132-5p",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-660-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-10401-3p",0,0,0,0,0,0,1,0,0,0,0,1,0,4,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,5,0,1,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0
"hsa-miR-544b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"hsa-miR-3690",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-221-5p",1,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,2,0,0,17,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,3,2,3,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
"hsa-miR-212-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1249-3p",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,4,0,1,2,3,2,3,2,2,0,1,11,2,1
"hsa-miR-125b-1-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"hsa-miR-1250-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
"hsa-miR-1306-3p",2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6758-3p",0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-766-3p",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,21,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,1,0,3,3,1,3,6,17,1,7,1,1,0,1,8,11,4
"hsa-miR-136-5p",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1307-3p",10,6,7,57,23,7,7,20,6,15,11,10,12,42,27,17,22,18,39,16,14,24,15,28,10,19,30,32,31,35,14,5,586,13,13,33,57,14,9,18,57,34,21,21,26,15,70,13,17,72,29,55,35,36,18,21,68,104,32,69,33,16,2,12,36,47,7
"hsa-miR-4638-5p",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-130b-5p",0,0,2,2,0,0,1,1,0,2,0,1,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1,3,0,0,14,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,5,0,0,0,1,0,1,4,0,0,1,0,0,1,0,1
"hsa-miR-29a-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-17-3p",0,0,0,0,0,1,0,2,2,0,1,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,2,1,3,4,0,1,15,0,0,3,1,0,0,0,2,0,0,0,1,0,0,0,0,1,2,3,3,1,1,3,2,4,4,2,1,4,0,5,1,1,1
"hsa-miR-20a-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-18a-3p",1,0,0,2,1,3,0,3,0,0,1,1,0,3,2,0,4,1,0,1,3,0,2,4,3,2,0,1,1,1,0,1,7,0,0,0,1,0,1,1,0,1,2,1,0,0,0,4,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-93-3p",2,1,0,13,7,5,0,0,5,0,3,1,2,3,0,3,1,5,5,1,7,6,0,4,6,4,1,3,1,3,0,0,43,0,4,1,10,1,1,5,4,7,1,13,4,0,5,1,4,8,7,5,0,3,3,3,9,5,4,11,3,2,0,0,2,8,7
"hsa-miR-378i",0,0,0,2,2,0,0,1,4,0,1,0,1,1,2,0,0,0,0,0,0,4,1,1,0,0,1,2,1,1,1,0,9,0,0,0,6,3,1,0,2,1,1,2,5,7,0,0,0,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-422a",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-378f",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-378b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-378d",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-378c",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-378a-3p",50,3,11,43,25,31,11,15,19,16,11,9,9,42,14,23,13,5,6,8,15,23,17,36,12,16,15,26,40,43,15,10,154,22,14,39,46,12,25,21,49,19,17,55,34,7,20,21,23,76,26,115,6,5,9,8,14,37,13,7,3,1,5,3,3,9,8
"hsa-miR-378h",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5588-5p",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3176",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-664a-5p",5,3,3,34,4,1,1,5,5,3,1,6,3,8,4,3,9,5,14,15,11,5,7,6,12,4,11,6,12,13,8,5,144,6,5,0,11,7,1,6,19,4,10,14,3,2,29,6,3,19,5,14,2,3,7,2,5,9,1,6,1,1,0,3,8,5,5
"hsa-miR-4646-5p",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6506-5p",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-378g",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4667-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6730-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-3179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"hsa-miR-548ax",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,2,3,3,3,3,3,3,0,0,3,0,0
"hsa-miR-642a-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
"hsa-miR-4645-3p",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-504-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6855-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-27b-5p",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2
"hsa-miR-1185-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6884-5p",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-485-5p",0,1,0,0,1,1,0,0,0,2,2,0,1,0,0,1,1,0,5,2,0,2,0,2,0,3,1,0,3,1,1,6,12,1,0,4,1,0,0,0,5,0,0,1,1,0,8,0,0,5,1,1,4,3,1,1,0,2,11,4,2,3,0,0,2,3,0
"hsa-miR-3188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"hsa-let-7d-5p",206,83,41,477,137,221,73,85,74,52,36,38,65,127,52,92,49,58,86,45,124,60,75,172,82,77,106,139,167,131,79,39,557,66,40,60,147,56,50,78,93,81,94,288,117,11,100,128,87,262,106,399,511,658,424,541,897,1369,578,1448,944,441,117,651,763,860,537
"hsa-miR-4785",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-219a-1-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-369-5p",0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,7,0,1,0,2,1,0,1,0,0,1,0,7,0,0,1,4,0,3,0,3,1,0,0,2,0,8,0,0,3,2,2,2,2,0,2,1,2,1,3,0,2,0,2,2,1,0
"hsa-miR-1468-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-107",10,1,3,31,5,11,3,3,1,6,0,1,3,8,2,3,4,0,5,1,6,4,3,7,1,3,5,6,4,5,3,1,61,3,2,6,11,1,1,2,8,6,4,12,8,1,5,6,1,21,9,19,2,3,3,7,6,14,4,11,20,4,0,3,16,7,5
"hsa-miR-103a-3p",527,161,129,1668,506,708,258,341,261,230,123,157,214,396,194,209,220,143,238,131,310,245,184,441,328,358,179,399,604,503,330,147,4888,215,155,352,876,168,252,339,574,307,214,480,354,39,445,399,233,1335,516,1781,97,101,51,79,101,167,67,233,124,60,23,72,110,94,74
"hsa-miR-3665",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-4755-3p",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-210-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6743-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-2277-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-222-3p",4,1,2,8,9,1,6,9,8,0,4,4,9,16,5,5,5,2,7,2,10,10,7,10,9,11,9,14,21,15,13,2,68,7,3,14,9,3,13,14,22,20,15,14,25,0,17,32,7,71,21,69,0,2,0,0,6,2,3,2,1,0,1,0,3,0,6
"hsa-miR-221-3p",39,15,31,161,44,31,31,54,22,8,21,25,27,102,46,68,71,21,52,37,59,47,56,107,46,36,54,64,76,75,53,15,2711,35,30,79,127,35,51,54,132,87,49,72,96,17,148,68,43,591,153,332,20,21,13,10,25,62,21,48,27,17,2,6,22,20,8
"hsa-miR-423-3p",43,19,14,52,32,30,22,28,21,12,16,14,11,40,26,17,26,16,29,22,36,42,15,42,24,34,15,43,70,54,48,11,586,20,23,49,53,10,13,26,38,34,29,69,33,1,63,38,25,168,96,175,6,4,2,5,4,9,10,11,6,6,0,4,10,5,1
"hsa-miR-3194-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-138-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-2115-5p",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3140-3p",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-671-5p",2,0,2,1,1,0,0,0,0,0,0,1,0,4,0,0,0,0,2,0,0,5,1,0,2,1,0,0,1,1,3,0,21,1,3,1,0,0,0,1,5,2,2,0,3,0,1,4,3,5,2,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
"hsa-miR-659-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-766-5p",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,3,0,3,1,3,2,0,0,1,5,1,4
"hsa-miR-11181-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"hsa-miR-6894-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1255a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,2,1,0
